volatile acidity,free sulfur dioxide,chlorides,density,pH,quality white
0.75 g(acetic acid)/dm^3,19.0 mg/dm^3,0.036 g(sodium chloride)/dm^3,0.99312 g/cm^3,3.09 ,False
0.39 g(acetic acid)/dm^3,45.0 mg/dm^3,0.037 g(sodium chloride)/dm^3,0.99174 g/cm^3,3.23 ,True
0.2 g(acetic acid)/dm^3,44.0 mg/dm^3,0.038 g(sodium chloride)/dm^3,0.9926 g/cm^3,3.36 ,True
0.28 g(acetic acid)/dm^3,32.0 mg/dm^3,0.037 g(sodium chloride)/dm^3,0.9951 g/cm^3,3.39 ,True
0.26 g(acetic acid)/dm^3,35.0 mg/dm^3,0.05 g(sodium chloride)/dm^3,0.99581 g/cm^3,3.21 ,True
0.24 g(acetic acid)/dm^3,36.0 mg/dm^3,0.027 g(sodium chloride)/dm^3,0.9898 g/cm^3,3.28 ,True
0.33 g(acetic acid)/dm^3,42.0 mg/dm^3,0.059 g(sodium chloride)/dm^3,0.99882 g/cm^3,3.17 ,True
0.605 g(acetic acid)/dm^3,19.0 mg/dm^3,0.073 g(sodium chloride)/dm^3,0.99258 g/cm^3,3.56 ,False
0.36 g(acetic acid)/dm^3,20.0 mg/dm^3,0.028 g(sodium chloride)/dm^3,0.99274 g/cm^3,3.1 ,True
0.2 g(acetic acid)/dm^3,48.0 mg/dm^3,0.037 g(sodium chloride)/dm^3,0.992 g/cm^3,3.32 ,True
0.18 g(acetic acid)/dm^3,29.0 mg/dm^3,0.039 g(sodium chloride)/dm^3,0.99406 g/cm^3,3.11 ,True
0.24 g(acetic acid)/dm^3,42.0 mg/dm^3,0.032 g(sodium chloride)/dm^3,0.98988 g/cm^3,3.16 ,True
0.6 g(acetic acid)/dm^3,36.0 mg/dm^3,0.07 g(sodium chloride)/dm^3,0.9982 g/cm^3,3.37 ,False
0.14 g(acetic acid)/dm^3,15.0 mg/dm^3,0.036 g(sodium chloride)/dm^3,0.99264 g/cm^3,3.37 ,False
0.39 g(acetic acid)/dm^3,65.0 mg/dm^3,0.046 g(sodium chloride)/dm^3,0.9976 g/cm^3,3.15 ,True
0.15 g(acetic acid)/dm^3,19.0 mg/dm^3,0.054 g(sodium chloride)/dm^3,0.9946 g/cm^3,3.24 ,False
0.12 g(acetic acid)/dm^3,10.0 mg/dm^3,0.075 g(sodium chloride)/dm^3,0.99552 g/cm^3,3.41 ,False
0.56 g(acetic acid)/dm^3,14.0 mg/dm^3,0.078 g(sodium chloride)/dm^3,0.9976 g/cm^3,3.28 ,False
0.26 g(acetic acid)/dm^3,34.0 mg/dm^3,0.046 g(sodium chloride)/dm^3,0.99224 g/cm^3,3.24 ,True
0.4 g(acetic acid)/dm^3,59.0 mg/dm^3,0.033 g(sodium chloride)/dm^3,0.99754 g/cm^3,3.08 ,False
0.37 g(acetic acid)/dm^3,12.0 mg/dm^3,0.078 g(sodium chloride)/dm^3,0.9958 g/cm^3,3.0 ,False
0.46 g(acetic acid)/dm^3,15.0 mg/dm^3,0.076 g(sodium chloride)/dm^3,0.99624 g/cm^3,3.36 ,False
0.25 g(acetic acid)/dm^3,52.0 mg/dm^3,0.048 g(sodium chloride)/dm^3,0.99587 g/cm^3,3.12 ,False
0.22 g(acetic acid)/dm^3,15.0 mg/dm^3,0.052 g(sodium chloride)/dm^3,0.9948 g/cm^3,3.14 ,False
0.27 g(acetic acid)/dm^3,36.0 mg/dm^3,0.053 g(sodium chloride)/dm^3,0.992 g/cm^3,3.2 ,True
0.32 g(acetic acid)/dm^3,19.0 mg/dm^3,0.023 g(sodium chloride)/dm^3,0.9902 g/cm^3,3.14 ,True
0.34 g(acetic acid)/dm^3,47.0 mg/dm^3,0.063 g(sodium chloride)/dm^3,0.9946 g/cm^3,3.17 ,False
0.58 g(acetic acid)/dm^3,12.0 mg/dm^3,0.088 g(sodium chloride)/dm^3,0.99568 g/cm^3,3.32 ,False
0.21 g(acetic acid)/dm^3,11.0 mg/dm^3,0.088 g(sodium chloride)/dm^3,0.9972 g/cm^3,3.22 ,False
0.3 g(acetic acid)/dm^3,49.0 mg/dm^3,0.055 g(sodium chloride)/dm^3,0.9974 g/cm^3,3.52 ,True
0.24 g(acetic acid)/dm^3,15.0 mg/dm^3,0.03 g(sodium chloride)/dm^3,0.99045 g/cm^3,3.15 ,True
0.45 g(acetic acid)/dm^3,50.0 mg/dm^3,0.026 g(sodium chloride)/dm^3,0.9927 g/cm^3,3.07 ,True
0.65 g(acetic acid)/dm^3,6.0 mg/dm^3,0.05 g(sodium chloride)/dm^3,0.99348 g/cm^3,3.57 ,False
0.52 g(acetic acid)/dm^3,54.0 mg/dm^3,0.048 g(sodium chloride)/dm^3,0.9975 g/cm^3,3.26 ,True
0.65 g(acetic acid)/dm^3,8.0 mg/dm^3,0.066 g(sodium chloride)/dm^3,0.9972 g/cm^3,3.47 ,False
0.49 g(acetic acid)/dm^3,28.0 mg/dm^3,0.03 g(sodium chloride)/dm^3,0.9973 g/cm^3,3.24 ,True
0.56 g(acetic acid)/dm^3,10.0 mg/dm^3,0.082 g(sodium chloride)/dm^3,0.9976 g/cm^3,3.22 ,False
0.51 g(acetic acid)/dm^3,6.0 mg/dm^3,0.107 g(sodium chloride)/dm^3,0.9973 g/cm^3,3.09 ,False
0.2 g(acetic acid)/dm^3,35.0 mg/dm^3,0.034 g(sodium chloride)/dm^3,0.99642 g/cm^3,3.47 ,True
0.45 g(acetic acid)/dm^3,27.0 mg/dm^3,0.036 g(sodium chloride)/dm^3,0.99122 g/cm^3,3.12 ,True
0.2 g(acetic acid)/dm^3,108.0 mg/dm^3,0.04 g(sodium chloride)/dm^3,0.99278 g/cm^3,3.07 ,True
0.53 g(acetic acid)/dm^3,15.0 mg/dm^3,0.072 g(sodium chloride)/dm^3,0.996 g/cm^3,3.27 ,False
0.43 g(acetic acid)/dm^3,18.0 mg/dm^3,0.042 g(sodium chloride)/dm^3,0.99172 g/cm^3,3.28 ,True
0.4 g(acetic acid)/dm^3,50.0 mg/dm^3,0.034 g(sodium chloride)/dm^3,0.992 g/cm^3,3.51 ,True
0.21 g(acetic acid)/dm^3,24.0 mg/dm^3,0.069 g(sodium chloride)/dm^3,0.9928 g/cm^3,3.42 ,True
0.53 g(acetic acid)/dm^3,5.0 mg/dm^3,0.039 g(sodium chloride)/dm^3,0.99585 g/cm^3,3.3 ,False
0.6 g(acetic acid)/dm^3,15.0 mg/dm^3,0.069 g(sodium chloride)/dm^3,0.9964 g/cm^3,3.3 ,False
0.2 g(acetic acid)/dm^3,50.0 mg/dm^3,0.044 g(sodium chloride)/dm^3,0.9954 g/cm^3,3.14 ,True
0.665 g(acetic acid)/dm^3,27.0 mg/dm^3,0.066 g(sodium chloride)/dm^3,0.99655 g/cm^3,3.39 ,False
0.32 g(acetic acid)/dm^3,15.0 mg/dm^3,0.044 g(sodium chloride)/dm^3,0.9932 g/cm^3,3.17 ,True
0.39 g(acetic acid)/dm^3,33.0 mg/dm^3,0.059 g(sodium chloride)/dm^3,0.9955 g/cm^3,3.04 ,True
0.35 g(acetic acid)/dm^3,41.0 mg/dm^3,0.034 g(sodium chloride)/dm^3,0.9912 g/cm^3,3.35 ,True
0.615 g(acetic acid)/dm^3,9.0 mg/dm^3,0.065 g(sodium chloride)/dm^3,0.9972 g/cm^3,3.46 ,False
0.29 g(acetic acid)/dm^3,35.0 mg/dm^3,0.034 g(sodium chloride)/dm^3,0.9945 g/cm^3,3.13 ,True
0.25 g(acetic acid)/dm^3,52.5 mg/dm^3,0.049 g(sodium chloride)/dm^3,0.99691 g/cm^3,3.08 ,True
0.585 g(acetic acid)/dm^3,34.0 mg/dm^3,0.044 g(sodium chloride)/dm^3,0.9945 g/cm^3,3.34 ,True
0.13 g(acetic acid)/dm^3,40.0 mg/dm^3,0.042 g(sodium chloride)/dm^3,0.9898 g/cm^3,3.42 ,True
0.21 g(acetic acid)/dm^3,35.0 mg/dm^3,0.048 g(sodium chloride)/dm^3,0.9982 g/cm^3,3.05 ,True
0.28 g(acetic acid)/dm^3,26.0 mg/dm^3,0.041 g(sodium chloride)/dm^3,0.9957 g/cm^3,3.44 ,True
0.59 g(acetic acid)/dm^3,35.0 mg/dm^3,0.09 g(sodium chloride)/dm^3,0.999 g/cm^3,3.28 ,False
0.28 g(acetic acid)/dm^3,32.0 mg/dm^3,0.048 g(sodium chloride)/dm^3,0.99455 g/cm^3,3.25 ,True
0.14 g(acetic acid)/dm^3,25.0 mg/dm^3,0.033 g(sodium chloride)/dm^3,0.99268 g/cm^3,3.53 ,True
0.35 g(acetic acid)/dm^3,55.0 mg/dm^3,0.048 g(sodium chloride)/dm^3,0.9993 g/cm^3,3.07 ,True
0.725 g(acetic acid)/dm^3,4.0 mg/dm^3,0.086 g(sodium chloride)/dm^3,0.9962 g/cm^3,3.41 ,False
0.26 g(acetic acid)/dm^3,31.0 mg/dm^3,0.044 g(sodium chloride)/dm^3,0.99644 g/cm^3,3.17 ,False
0.28 g(acetic acid)/dm^3,61.0 mg/dm^3,0.048 g(sodium chloride)/dm^3,0.9953 g/cm^3,3.19 ,False
0.23 g(acetic acid)/dm^3,19.0 mg/dm^3,0.043 g(sodium chloride)/dm^3,0.99207 g/cm^3,3.17 ,True
0.25 g(acetic acid)/dm^3,43.0 mg/dm^3,0.041 g(sodium chloride)/dm^3,0.99524 g/cm^3,3.23 ,True
0.28 g(acetic acid)/dm^3,26.0 mg/dm^3,0.038 g(sodium chloride)/dm^3,0.9912 g/cm^3,3.32 ,True
0.43 g(acetic acid)/dm^3,25.0 mg/dm^3,0.032 g(sodium chloride)/dm^3,0.99565 g/cm^3,3.23 ,False
0.32 g(acetic acid)/dm^3,16.0 mg/dm^3,0.063 g(sodium chloride)/dm^3,0.9985 g/cm^3,3.22 ,False
0.345 g(acetic acid)/dm^3,32.0 mg/dm^3,0.068 g(sodium chloride)/dm^3,0.99138 g/cm^3,3.24 ,False
0.25 g(acetic acid)/dm^3,42.0 mg/dm^3,0.038 g(sodium chloride)/dm^3,0.9999 g/cm^3,2.97 ,True
0.31 g(acetic acid)/dm^3,20.0 mg/dm^3,0.036 g(sodium chloride)/dm^3,0.99248 g/cm^3,3.75 ,True
0.115 g(acetic acid)/dm^3,26.0 mg/dm^3,0.056 g(sodium chloride)/dm^3,0.9954 g/cm^3,3.44 ,True
0.16 g(acetic acid)/dm^3,14.0 mg/dm^3,0.033 g(sodium chloride)/dm^3,0.9941 g/cm^3,3.2 ,False
0.27 g(acetic acid)/dm^3,20.0 mg/dm^3,0.095 g(sodium chloride)/dm^3,0.99488 g/cm^3,3.26 ,False
0.28 g(acetic acid)/dm^3,28.0 mg/dm^3,0.046 g(sodium chloride)/dm^3,0.99434 g/cm^3,3.23 ,False
0.26 g(acetic acid)/dm^3,25.0 mg/dm^3,0.027 g(sodium chloride)/dm^3,0.993 g/cm^3,3.02 ,True
0.3 g(acetic acid)/dm^3,57.0 mg/dm^3,0.049 g(sodium chloride)/dm^3,0.9966 g/cm^3,3.08 ,True
0.3 g(acetic acid)/dm^3,45.0 mg/dm^3,0.045 g(sodium chloride)/dm^3,0.9991 g/cm^3,3.18 ,False
0.47 g(acetic acid)/dm^3,17.0 mg/dm^3,0.035 g(sodium chloride)/dm^3,0.991 g/cm^3,3.02 ,False
0.62 g(acetic acid)/dm^3,6.0 mg/dm^3,0.086 g(sodium chloride)/dm^3,0.9988 g/cm^3,3.22 ,False
0.57 g(acetic acid)/dm^3,32.0 mg/dm^3,0.072 g(sodium chloride)/dm^3,0.99491 g/cm^3,3.43 ,False
0.22 g(acetic acid)/dm^3,41.0 mg/dm^3,0.029 g(sodium chloride)/dm^3,0.99326 g/cm^3,3.08 ,True
0.18 g(acetic acid)/dm^3,19.0 mg/dm^3,0.062 g(sodium chloride)/dm^3,0.99808 g/cm^3,3.0 ,True
0.2 g(acetic acid)/dm^3,60.0 mg/dm^3,0.046 g(sodium chloride)/dm^3,0.99526 g/cm^3,3.26 ,True
0.16 g(acetic acid)/dm^3,27.0 mg/dm^3,0.026 g(sodium chloride)/dm^3,0.9934 g/cm^3,3.34 ,True
0.17 g(acetic acid)/dm^3,25.0 mg/dm^3,0.028 g(sodium chloride)/dm^3,0.99076 g/cm^3,3.14 ,True
0.29 g(acetic acid)/dm^3,30.0 mg/dm^3,0.033 g(sodium chloride)/dm^3,0.98794 g/cm^3,3.08 ,True
0.27 g(acetic acid)/dm^3,62.0 mg/dm^3,0.049 g(sodium chloride)/dm^3,0.9959 g/cm^3,3.17 ,True
0.28 g(acetic acid)/dm^3,49.0 mg/dm^3,0.156 g(sodium chloride)/dm^3,0.99354 g/cm^3,3.1 ,True
0.545 g(acetic acid)/dm^3,13.0 mg/dm^3,0.08 g(sodium chloride)/dm^3,0.9972 g/cm^3,3.3 ,False
0.56 g(acetic acid)/dm^3,35.0 mg/dm^3,0.089 g(sodium chloride)/dm^3,0.9972 g/cm^3,3.28 ,False
0.36 g(acetic acid)/dm^3,24.0 mg/dm^3,0.021 g(sodium chloride)/dm^3,0.98965 g/cm^3,3.41 ,True
0.56 g(acetic acid)/dm^3,27.0 mg/dm^3,0.034 g(sodium chloride)/dm^3,0.99675 g/cm^3,3.2 ,False
0.76 g(acetic acid)/dm^3,6.0 mg/dm^3,0.078 g(sodium chloride)/dm^3,0.996 g/cm^3,3.55 ,False
0.26 g(acetic acid)/dm^3,42.0 mg/dm^3,0.047 g(sodium chloride)/dm^3,0.9982 g/cm^3,3.46 ,False
0.23 g(acetic acid)/dm^3,23.0 mg/dm^3,0.046 g(sodium chloride)/dm^3,0.9971 g/cm^3,3.41 ,False
0.59 g(acetic acid)/dm^3,32.0 mg/dm^3,0.102 g(sodium chloride)/dm^3,1.00015 g/cm^3,3.31 ,False
0.28 g(acetic acid)/dm^3,57.0 mg/dm^3,0.049 g(sodium chloride)/dm^3,0.9958 g/cm^3,3.24 ,False
0.43 g(acetic acid)/dm^3,40.0 mg/dm^3,0.058 g(sodium chloride)/dm^3,0.995 g/cm^3,3.2 ,False
0.335 g(acetic acid)/dm^3,69.0 mg/dm^3,0.036 g(sodium chloride)/dm^3,0.99212 g/cm^3,3.47 ,False
0.17 g(acetic acid)/dm^3,62.0 mg/dm^3,0.042 g(sodium chloride)/dm^3,0.99204 g/cm^3,3.15 ,False
0.31 g(acetic acid)/dm^3,34.0 mg/dm^3,0.036 g(sodium chloride)/dm^3,0.99068 g/cm^3,3.19 ,True
0.2 g(acetic acid)/dm^3,29.0 mg/dm^3,0.038 g(sodium chloride)/dm^3,0.99496 g/cm^3,3.11 ,True
0.59 g(acetic acid)/dm^3,21.0 mg/dm^3,0.071 g(sodium chloride)/dm^3,0.9992 g/cm^3,3.46 ,False
0.36 g(acetic acid)/dm^3,24.0 mg/dm^3,0.05 g(sodium chloride)/dm^3,0.9927 g/cm^3,3.15 ,True
0.31 g(acetic acid)/dm^3,47.0 mg/dm^3,0.048 g(sodium chloride)/dm^3,0.9964 g/cm^3,3.26 ,False
0.25 g(acetic acid)/dm^3,44.0 mg/dm^3,0.054 g(sodium chloride)/dm^3,1.0004 g/cm^3,3.51 ,True
0.16 g(acetic acid)/dm^3,29.0 mg/dm^3,0.026 g(sodium chloride)/dm^3,0.991 g/cm^3,3.02 ,True
0.21 g(acetic acid)/dm^3,40.0 mg/dm^3,0.046 g(sodium chloride)/dm^3,0.9913 g/cm^3,3.07 ,True
0.25 g(acetic acid)/dm^3,49.0 mg/dm^3,0.036 g(sodium chloride)/dm^3,0.9996 g/cm^3,2.96 ,False
0.22 g(acetic acid)/dm^3,75.0 mg/dm^3,0.041 g(sodium chloride)/dm^3,0.99508 g/cm^3,2.98 ,True
0.18 g(acetic acid)/dm^3,41.0 mg/dm^3,0.042 g(sodium chloride)/dm^3,1.0 g/cm^3,3.24 ,True
0.25 g(acetic acid)/dm^3,34.0 mg/dm^3,0.056 g(sodium chloride)/dm^3,0.99434 g/cm^3,3.1 ,False
0.715 g(acetic acid)/dm^3,7.0 mg/dm^3,0.161 g(sodium chloride)/dm^3,0.99395 g/cm^3,3.62 ,False
0.35 g(acetic acid)/dm^3,33.0 mg/dm^3,0.047 g(sodium chloride)/dm^3,0.99709 g/cm^3,3.03 ,False
0.55 g(acetic acid)/dm^3,8.0 mg/dm^3,0.068 g(sodium chloride)/dm^3,0.99735 g/cm^3,3.23 ,False
0.42 g(acetic acid)/dm^3,4.0 mg/dm^3,0.07 g(sodium chloride)/dm^3,0.9971 g/cm^3,3.04 ,False
0.19 g(acetic acid)/dm^3,51.0 mg/dm^3,0.046 g(sodium chloride)/dm^3,0.9954 g/cm^3,3.14 ,True
0.11 g(acetic acid)/dm^3,45.0 mg/dm^3,0.044 g(sodium chloride)/dm^3,0.99454 g/cm^3,3.2 ,True
0.32 g(acetic acid)/dm^3,26.0 mg/dm^3,0.031 g(sodium chloride)/dm^3,0.99198 g/cm^3,3.4 ,True
0.34 g(acetic acid)/dm^3,40.0 mg/dm^3,0.024 g(sodium chloride)/dm^3,0.99095 g/cm^3,3.35 ,True
0.35 g(acetic acid)/dm^3,11.0 mg/dm^3,0.076 g(sodium chloride)/dm^3,0.99599 g/cm^3,3.27 ,False
0.26 g(acetic acid)/dm^3,19.0 mg/dm^3,0.023 g(sodium chloride)/dm^3,0.99176 g/cm^3,3.14 ,True
0.4 g(acetic acid)/dm^3,28.0 mg/dm^3,0.033 g(sodium chloride)/dm^3,0.9904 g/cm^3,3.22 ,True
0.18 g(acetic acid)/dm^3,20.0 mg/dm^3,0.033 g(sodium chloride)/dm^3,0.9922 g/cm^3,3.12 ,True
0.21 g(acetic acid)/dm^3,47.0 mg/dm^3,0.036 g(sodium chloride)/dm^3,0.99368 g/cm^3,3.18 ,False
0.23 g(acetic acid)/dm^3,52.5 mg/dm^3,0.063 g(sodium chloride)/dm^3,1.00098 g/cm^3,3.1 ,False
0.35 g(acetic acid)/dm^3,14.0 mg/dm^3,0.036 g(sodium chloride)/dm^3,0.992 g/cm^3,2.96 ,False
0.635 g(acetic acid)/dm^3,16.0 mg/dm^3,0.077 g(sodium chloride)/dm^3,,3.51 ,False
0.44 g(acetic acid)/dm^3,29.0 mg/dm^3,0.048 g(sodium chloride)/dm^3,0.99955 g/cm^3,3.26 ,True
0.33 g(acetic acid)/dm^3,26.0 mg/dm^3,0.047 g(sodium chloride)/dm^3,0.9976 g/cm^3,3.09 ,False
0.48 g(acetic acid)/dm^3,35.0 mg/dm^3,0.035 g(sodium chloride)/dm^3,0.99121 g/cm^3,3.49 ,True
0.16 g(acetic acid)/dm^3,29.0 mg/dm^3,0.026 g(sodium chloride)/dm^3,0.991 g/cm^3,3.02 ,True
0.19 g(acetic acid)/dm^3,35.0 mg/dm^3,0.027 g(sodium chloride)/dm^3,0.99248 g/cm^3,3.38 ,True
0.24 g(acetic acid)/dm^3,11.0 mg/dm^3,0.037 g(sodium chloride)/dm^3,0.98914 g/cm^3,2.96 ,True
0.41 g(acetic acid)/dm^3,29.0 mg/dm^3,0.08 g(sodium chloride)/dm^3,1.0001 g/cm^3,3.26 ,False
0.34 g(acetic acid)/dm^3,40.0 mg/dm^3,0.034 g(sodium chloride)/dm^3,0.99485 g/cm^3,3.14 ,False
0.18 g(acetic acid)/dm^3,53.0 mg/dm^3,0.054 g(sodium chloride)/dm^3,0.99287 g/cm^3,3.1 ,True
0.17 g(acetic acid)/dm^3,46.0 mg/dm^3,0.033 g(sodium chloride)/dm^3,0.9933 g/cm^3,3.43 ,True
0.34 g(acetic acid)/dm^3,23.0 mg/dm^3,0.088 g(sodium chloride)/dm^3,0.9928 g/cm^3,3.51 ,True
0.28 g(acetic acid)/dm^3,47.0 mg/dm^3,0.04 g(sodium chloride)/dm^3,0.9946 g/cm^3,3.29 ,True
0.44 g(acetic acid)/dm^3,6.0 mg/dm^3,0.077 g(sodium chloride)/dm^3,0.99555 g/cm^3,3.51 ,False
0.2 g(acetic acid)/dm^3,14.0 mg/dm^3,0.043 g(sodium chloride)/dm^3,0.9987 g/cm^3,3.06 ,True
0.54 g(acetic acid)/dm^3,9.0 mg/dm^3,0.088 g(sodium chloride)/dm^3,0.99725 g/cm^3,3.25 ,False
0.27 g(acetic acid)/dm^3,33.0 mg/dm^3,0.051 g(sodium chloride)/dm^3,0.999 g/cm^3,3.09 ,False
0.44 g(acetic acid)/dm^3,57.0 mg/dm^3,0.053 g(sodium chloride)/dm^3,0.98982 g/cm^3,3.22 ,True
0.18 g(acetic acid)/dm^3,36.0 mg/dm^3,0.049 g(sodium chloride)/dm^3,0.99007 g/cm^3,2.89 ,False
0.3 g(acetic acid)/dm^3,7.0 mg/dm^3,0.054 g(sodium chloride)/dm^3,0.998 g/cm^3,3.31 ,False
0.23 g(acetic acid)/dm^3,19.0 mg/dm^3,0.052 g(sodium chloride)/dm^3,0.99574 g/cm^3,3.04 ,False
0.24 g(acetic acid)/dm^3,22.0 mg/dm^3,0.05 g(sodium chloride)/dm^3,0.99207 g/cm^3,3.24 ,False
0.14 g(acetic acid)/dm^3,15.0 mg/dm^3,0.036 g(sodium chloride)/dm^3,0.9938 g/cm^3,3.46 ,False
0.22 g(acetic acid)/dm^3,50.0 mg/dm^3,0.046 g(sodium chloride)/dm^3,0.99316 g/cm^3,3.38 ,True
0.645 g(acetic acid)/dm^3,32.0 mg/dm^3,0.075 g(sodium chloride)/dm^3,0.99547 g/cm^3,3.57 ,False
0.17 g(acetic acid)/dm^3,44.0 mg/dm^3,0.028 g(sodium chloride)/dm^3,0.99272 g/cm^3,3.14 ,True
0.34 g(acetic acid)/dm^3,18.0 mg/dm^3,0.02 g(sodium chloride)/dm^3,0.98981 g/cm^3,3.22 ,True
0.14 g(acetic acid)/dm^3,37.0 mg/dm^3,0.047 g(sodium chloride)/dm^3,0.9925 g/cm^3,3.35 ,True
0.22 g(acetic acid)/dm^3,29.0 mg/dm^3,0.041 g(sodium chloride)/dm^3,0.99104 g/cm^3,3.04 ,False
0.61 g(acetic acid)/dm^3,5.0 mg/dm^3,0.057 g(sodium chloride)/dm^3,0.99525 g/cm^3,3.42 ,False
0.475 g(acetic acid)/dm^3,6.0 mg/dm^3,0.091 g(sodium chloride)/dm^3,0.99704 g/cm^3,3.07 ,False
0.46 g(acetic acid)/dm^3,62.0 mg/dm^3,0.066 g(sodium chloride)/dm^3,0.9939 g/cm^3,3.25 ,False
0.21 g(acetic acid)/dm^3,81.0 mg/dm^3,0.041 g(sodium chloride)/dm^3,0.9901 g/cm^3,3.22 ,True
0.25 g(acetic acid)/dm^3,29.0 mg/dm^3,0.043 g(sodium chloride)/dm^3,0.9946 g/cm^3,3.15 ,True
0.23 g(acetic acid)/dm^3,35.0 mg/dm^3,0.044 g(sodium chloride)/dm^3,0.99975 g/cm^3,3.12 ,True
0.19 g(acetic acid)/dm^3,48.5 mg/dm^3,0.053 g(sodium chloride)/dm^3,0.9986 g/cm^3,3.14 ,True
0.27 g(acetic acid)/dm^3,27.0 mg/dm^3,0.028 g(sodium chloride)/dm^3,0.9932 g/cm^3,3.04 ,True
0.705 g(acetic acid)/dm^3,12.0 mg/dm^3,0.092 g(sodium chloride)/dm^3,0.9994 g/cm^3,3.51 ,False
0.23 g(acetic acid)/dm^3,59.0 mg/dm^3,0.038 g(sodium chloride)/dm^3,0.9969 g/cm^3,3.12 ,True
0.42 g(acetic acid)/dm^3,19.0 mg/dm^3,0.06 g(sodium chloride)/dm^3,0.9917 g/cm^3,3.72 ,False
0.27 g(acetic acid)/dm^3,69.0 mg/dm^3,0.047 g(sodium chloride)/dm^3,0.99705 g/cm^3,3.16 ,True
0.24 g(acetic acid)/dm^3,8.0 mg/dm^3,0.034 g(sodium chloride)/dm^3,0.99386 g/cm^3,3.1 ,True
0.19 g(acetic acid)/dm^3,39.0 mg/dm^3,0.067 g(sodium chloride)/dm^3,0.9958 g/cm^3,3.3 ,True
0.62 g(acetic acid)/dm^3,27.0 mg/dm^3,0.146 g(sodium chloride)/dm^3,0.9984 g/cm^3,3.16 ,False
0.37 g(acetic acid)/dm^3,23.0 mg/dm^3,0.036 g(sodium chloride)/dm^3,0.99136 g/cm^3,3.18 ,True
0.28 g(acetic acid)/dm^3,6.0 mg/dm^3,0.093 g(sodium chloride)/dm^3,0.99408 g/cm^3,3.26 ,False
0.26 g(acetic acid)/dm^3,66.0 mg/dm^3,0.046 g(sodium chloride)/dm^3,0.99606 g/cm^3,3.17 ,True
0.2 g(acetic acid)/dm^3,36.0 mg/dm^3,0.04 g(sodium chloride)/dm^3,0.99238 g/cm^3,3.34 ,True
0.78 g(acetic acid)/dm^3,33.0 mg/dm^3,0.076 g(sodium chloride)/dm^3,0.99612 g/cm^3,3.31 ,False
0.28 g(acetic acid)/dm^3,32.0 mg/dm^3,0.059 g(sodium chloride)/dm^3,1.0004 g/cm^3,3.27 ,False
0.22 g(acetic acid)/dm^3,41.0 mg/dm^3,0.044 g(sodium chloride)/dm^3,0.99862 g/cm^3,3.22 ,True
0.26 g(acetic acid)/dm^3,20.0 mg/dm^3,0.06 g(sodium chloride)/dm^3,0.9972 g/cm^3,3.13 ,False
0.28 g(acetic acid)/dm^3,20.0 mg/dm^3,0.034 g(sodium chloride)/dm^3,0.9918 g/cm^3,2.98 ,True
0.34 g(acetic acid)/dm^3,29.0 mg/dm^3,0.046 g(sodium chloride)/dm^3,0.9952 g/cm^3,3.29 ,True
0.18 g(acetic acid)/dm^3,38.0 mg/dm^3,0.049 g(sodium chloride)/dm^3,0.996 g/cm^3,3.6 ,False
0.34 g(acetic acid)/dm^3,36.0 mg/dm^3,0.032 g(sodium chloride)/dm^3,0.99166 g/cm^3,3.35 ,True
0.3 g(acetic acid)/dm^3,37.0 mg/dm^3,0.025 g(sodium chloride)/dm^3,0.99159 g/cm^3,3.31 ,True
0.36 g(acetic acid)/dm^3,43.5 mg/dm^3,0.03 g(sodium chloride)/dm^3,0.9948 g/cm^3,3.03 ,False
0.43 g(acetic acid)/dm^3,13.0 mg/dm^3,0.092 g(sodium chloride)/dm^3,0.99834 g/cm^3,3.22 ,False
0.58 g(acetic acid)/dm^3,23.0 mg/dm^3,0.076 g(sodium chloride)/dm^3,0.99686 g/cm^3,3.21 ,False
0.24 g(acetic acid)/dm^3,40.0 mg/dm^3,0.034 g(sodium chloride)/dm^3,0.99773 g/cm^3,3.2 ,False
